"species","lat","long","elev","intercept","confint","slope","confslope"
"BETPEN",52.1833,7.53333,40,-0.698029429431007,-1.72124170526635,0.0213566807189225,-0.075446174260691
"BETPEN",52.2333,10.2333,85,-1.19949653397325,-2.05863281783822,-0.0221692675634757,-0.110487965148488
"BETPEN",52.2667,9.35,95,-0.796406263153245,-1.8114803595632,0.0923397196245812,-0.0707179550546583
"BETPEN",52.4333,14.0333,65,-1.19363627207895,-2.29590266073055,0.191691150169951,0.00855623553439747
"BETPEN",52.6,6.85,15,-0.416719346367104,-1.2718237599426,-0.0336700640229551,-0.151227795900637
"BETPEN",52.7333,14.2167,5,-0.810025026718027,-1.50820772984358,0.00474596641788787,-0.0454593111438376
"BETPEN",52.75,12.1,25,-0.322704808105321,-1.16581922831006,0.0443985652976431,-0.0661231200291618
"BETPEN",52.75,12.5833,30,-0.339791676004604,-1.23703267788515,-0.0410269941314913,-0.175682588086122
"BETPEN",52.9167,8.81667,40,-0.580954191478958,-1.52470557332711,0.0780121631686436,-0.0244158840684532
"BETPEN",53.15,12.8833,60,0.317573241418543,-0.634153783139434,-0.0418898671536833,-0.183316948753667
"BETPEN",53.4667,12.0333,55,-1.05231297697437,-2.05007169744768,-0.194780387931121,-0.486514530852558
"BETPEN",53.75,10.6167,20,-1.0169054589128,-1.97365133429653,0.0798618443686236,-0.035924482633364
"BETPEN",53.7667,11.0333,60,-2.70992954445312,-4.41437353940386,-0.0269727482953416,-0.257007618628197
"BETPEN",53.9,11.4667,25,-2.11020161691736,-3.48733996525847,-0.0776711325904458,-0.327168132947381
"BETPEN",54.5167,9.56667,18,-1.50980893736659,-2.35755288568718,-0.0326898566919546,-0.112051761373236
"FAGSYL",46.0167,15.7,179,-2.43391472736863,-3.84790544101275,-0.0308916021009002,-0.159132669720852
"FAGSYL",47.4,10.2833,810,0.0893557041957061,-0.669729533125223,0.0207652990707726,-0.032900992720123
"FAGSYL",47.5,11.2833,870,-0.298427841426112,-1.19236689818988,0.0110375385931222,-0.119068540789091
"FAGSYL",47.8,8.03333,920,-0.579375557930457,-1.26277344777371,-0.00846953009688946,-0.0659090586843031
"FAGSYL",48,10.6,620,-2.16451914175653,-3.67976335326085,0.201600495691203,0.0013974083110567
"FAGSYL",48.35,14.5333,403,-0.812074522277128,-1.61865120257894,-0.0424788660232911,-0.138012817065879
"FAGSYL",48.4,9.98333,480,-0.427739411450805,-1.30997334133471,-0.0416143048915994,-0.171420842441679
"FAGSYL",48.45,10.2667,450,-1.33530886835847,-2.11480412949122,-0.0335015608451962,-0.104669681584543
"FAGSYL",48.55,9.38333,410,-1.37473355954439,-2.56622589430452,-0.0439729454247941,-0.264510070497588
"FAGSYL",48.7333,13.4833,450,-1.5746034550379,-2.73991370298492,0.0242315284787122,-0.136557427820484
"FAGSYL",48.7667,8.25,180,-1.40007806534967,-2.2313833587649,0.0133094519454274,-0.0540164531234206
"FAGSYL",48.8833,12.6,330,-1.84853567697684,-2.75906133186296,0.0226866495167734,-0.0402597441303083
"FAGSYL",48.9,10.9333,550,-0.0802040906523017,-0.747307338648427,-0.182907070905592,-0.324347847217422
"FAGSYL",48.9,11.6167,400,-0.938269638593288,-1.70888543558984,-15.8439812168432,-5255.70989524756
"FAGSYL",49.0833,9.88333,370,-0.836415300044855,-1.52391417538839,-0.0362322158115004,-0.097427060219681
"FAGSYL",49.1667,10.3333,450,-0.576129400734603,-1.26357183630094,-0.00769173339763152,-0.0580737741153838
"FAGSYL",49.1667,11.45,400,-0.372389243041186,-1.00816043067186,-0.0173261270734702,-0.0669120918772973
"FAGSYL",49.25,8.98333,240,-2.09961805771122,-3.53121183993441,0.0482184094471269,-0.135260587206403
"FAGSYL",49.35,7.41667,280,-1.7100238241738,-2.62262554919185,0.00192502990763483,-0.0689129822287735
"FAGSYL",49.45,10.3167,350,-0.757764936810028,-1.42472586192503,0.00492517720616097,-0.0443119183823406
"FAGSYL",49.4667,11.6,500,-0.405528478885209,-1.43044517168047,-0.216047650822792,-0.512715209499659
"FAGSYL",49.5333,11.8,390,-1.93757770638024,-3.51142901064184,-0.207110059225812,-0.72037610566951
"FAGSYL",49.6333,10.95,300,-1.49580414888957,-2.68597771368334,-0.160690240737992,-0.474050042819506
"FAGSYL",49.8667,11,290,-0.574510479270881,-1.25443023832289,-0.0356531174733301,-0.092836101674009
"FAGSYL",49.9333,7.28333,440,-1.36303898021214,-2.24914073475313,-0.00335842856632543,-0.0839838267121899
"FAGSYL",50,8.71667,160,-2.49699673335165,-3.69463440158299,-0.0306724782151525,-0.143653894931679
"FAGSYL",50.0167,8.2,135,-2.30258509299404,-4.23197779842368,7.18690493599406e-17,-0.317190206886976
"FAGSYL",50.1333,6.35,360,-2.44289902442879,-4.11508460483798,-0.0789036276390764,-0.410969904063184
"FAGSYL",50.15,8.61667,100,-1.29928298413034,-2.57588386252525,-16.4957231948099,-8710.84857405984
"FAGSYL",50.15,9.33333,220,0.489776633129533,-0.508454518150854,-0.0460869497690918,-0.107836603494747
"FAGSYL",50.2,6.41667,450,-1.82702196056582,-2.7269875324268,0.00203018224135733,-0.0645020933927018
"FAGSYL",50.2833,9.91667,500,-1.99240421658839,-2.98727918500275,-0.0348936989923018,-0.129031804325833
"FAGSYL",50.3,10.5667,310,-0.55240281893546,-1.4444965454287,-0.0120987755066481,-0.137240855260143
"FAGSYL",50.4,11.3833,610,-2.94443897916702,-4.95531959817187,-15.0341724828214,-9545.33272263809
"FAGSYL",50.4167,10.3833,340,-0.737694387780938,-1.40132270615938,0.0108036526610045,-0.037630039294008
"FAGSYL",50.75,9.46667,280,-1.49083747744133,-2.35236131674914,0.0652230226326675,0.00832452031157935
"FAGSYL",50.8,13.4167,490,-8.54852014547104,-20.5266094420188,0.300764770797002,-0.246858671429182
"FAGSYL",50.8667,9.46667,330,-0.512646082812229,-1.16976524434163,-0.0641009079605024,-0.131148668047841
"FAGSYL",50.8833,9.35,270,-1.27927470254249,-2.04302772273404,-0.0253104959604569,-0.0910639886055342
"FAGSYL",50.9167,7.56667,300,-1.01160091167877,-2.15597333109796,-16.7174127520219,-8428.86851792467
"FAGSYL",50.95,10.0333,220,-1.83561470478097,-3.00118888895046,0.0154148690544222,-0.0979045352393345
"FAGSYL",50.9667,14.05,205,-1.29853384667264,-2.35030965101186,-0.0490266659410406,-0.134434958142759
"FAGSYL",50.9667,8.1,310,-1.03631333566351,-2.10765118877325,0.0308304295239567,-0.139643042952141
"FAGSYL",51.0167,9.93333,330,-0.321051093350201,-0.951707422752626,0.000723097703021376,-0.0464049647032524
"FAGSYL",51.2167,7.85,250,-1.34430471407857,-2.32178924719597,-0.0126117019938392,-0.103347160100557
"FAGSYL",51.3167,12.1167,105,-5.36996259171586,-13.0405067176446,0.133514423429864,-0.205735931211264
"FAGSYL",51.5,11.1167,270,-1.06643442983343,-2.03879251298472,-0.145380451404782,-0.320971713514904
"FAGSYL",51.6667,7.46667,70,-1.5746034550379,-2.73991370298492,0.0242315284787122,-0.136557427820484
"FAGSYL",51.7,10.1667,150,-1.2351429247599,-2.45817855947728,-0.19969748567383,-0.583181891001509
"FAGSYL",51.7167,9.83333,310,-1.38511932377026,-2.57756391807461,-0.192590239564688,-0.550961292454946
"FAGSYL",52.2167,9.71667,100,-1.4132760582445,-2.49018927740504,0.013682953925969,-0.130047180061104
"FAGSYL",52.2667,9.35,95,-1.74177202089369,-3.11649978110013,-0.141055866089081,-0.501379822615361
"FAGSYL",52.3,8.91667,50,-2.00932902068972,-3.06584671353961,-0.0556149454466982,-0.18290662248912
"FAGSYL",52.3167,7.23333,30,-25.5660685235304,-92661.0608797485,-1.14310805605046e-15,-12784.9129083728
"FAGSYL",52.3833,13.05,35,-2.29263446361963,-3.62124114764144,-0.0108811812066037,-0.103822713553649
"FAGSYL",52.4,9.11667,65,-1.97219268758041,-3.05315741761159,-0.0497178809350185,-0.182210542135412
"FAGSYL",52.4333,13.0333,40,-5.21678949125196,-11.131429153339,0.121510595740493,-0.135318956228868
"FAGSYL",52.7833,13.8333,70,-1.50407739690905,-3.03625172397324,-1.79898990749254,-821.319224062989
"FAGSYL",52.8167,12.7833,35,-0.591786687639495,-1.81371805527117,-0.120108201177721,-0.293442835720834
"FAGSYL",52.9833,8.81667,11,-1.4714699139732,-2.68074205393459,-0.0130169693892006,-0.191439174040987
"FAGSYL",53.1333,10.6,50,-1.80816856242354,-2.75997534259654,0.00192819886415607,-0.0665046264789597
"FAGSYL",53.2167,14.3833,10,-0.810930216264369,-1.98872199032378,-1.91110678083969,-974.624116058071
"FAGSYL",53.3667,9.6,40,-2.0190695993657,-3.3615471668279,-0.114995756404948,-0.404007609924087
"FAGSYL",53.75,14.0667,1,-3.13220116216949,-5.17345545048465,0.0121907384568928,-0.110792079101923
"FAGSYL",54.6167,9.98333,10,-0.827840899255624,-1.81757483882505,-0.140231112424806,-0.35918178691843
"FRAEXC",42.8333,19.5167,944,-0.614599742681036,-1.69780482025921,-0.0692076753997242,-0.174600375643113
"FRAEXC",47.5,11.2833,870,-1.6262271627273,-2.79632900869679,0.0731653833659931,-0.075925595859963
"FRAEXC",47.5667,10.7,810,-2.93247668534262,-4.35252754950301,0.0306652704663817,-0.0578252170546528
"FRAEXC",47.7167,11.4167,620,-2.19722457733696,-3.39002067314844,-14.7878810951195,-5814.00109861474
"FRAEXC",48,10.6,620,-3.18090036652839,-5.5354456620253,0.135244043343678,-0.142299924574113
"FRAEXC",48.15,12.2833,450,-4.68149541263081,-7.87508405155213,0.115809275336703,-0.0164423628673164
"FRAEXC",48.2833,12.15,440,-25.5660685235305,-93172.5233811982,4.11176460060757e-16,-6621.75653939404
"FRAEXC",48.4667,7.95,160,-3.81978668048049,-6.85191699264321,0.0492916296229829,-0.116967684143931
"FRAEXC",48.55,10.3,440,-1.65998168950575,-2.59811985233958,-0.0372993859615112,-0.130081158615475
"FRAEXC",48.5833,12.1833,390,-1.95901808626217,-2.93165461682854,-0.049319229081735,-0.153867140410209
"FRAEXC",48.5833,9.2,410,-1.8636024363475,-3.21099792932336,-0.140773841995314,-0.478342491209994
